kgID	mRNA	geneSymbol	refseq
uc010url.1	DQ599224	DQ599224	-
uc003ppu.3	DQ599242	DQ599242	-
uc021rxi.1	DQ599251	DQ599251	-
uc002aar.3	DQ599277	DQ599277	-
uc021sma.1	DQ599294	DQ599294	-
uc002aap.2	DQ599297	DQ599297	-
uc001plu.1	DQ599327	DQ599327	-
uc021tto.1	DQ599370	DQ599370	-
uc003ars.3	DQ599403	DQ599403	-
uc021qtj.1	DQ599425	DQ599425	-
uc021suu.1	DQ599441	DQ599441	-
uc021tdo.1	DQ599532	DQ599532	-
uc002bsb.2	DQ599537	DQ599537	-
uc021qia.1	DQ599539	DQ599539	-
uc010wmk.1	DQ599569	DQ599569	-
uc002kpj.2	DQ599577	DQ599577	-
uc003ogg.3	DQ599581	DQ599581	-
uc021qhu.1	DQ599610	DQ599610	-
uc021rye.1	DQ599616	DQ599616	-
uc001utr.1	DQ599653	DQ599653	-
uc021yxj.1	DQ599657	DQ599657	-
uc002tgl.3	DQ599706	DQ599706	-
uc021vou.1	DQ599716	DQ599716	-
uc010zas.2	DQ599716	DQ599716	-
uc021vpd.1	DQ599716	DQ599716	-
uc021vpt.1	DQ599716	DQ599716	-
uc021rna.1	DQ599717	DQ599717	-
uc021rng.1	DQ599717	DQ599717	-
uc021rnh.1	DQ599717	DQ599717	-
uc001yum.3	DQ599733	DQ599733	-
uc001zbx.3	DQ599733	DQ599733	-
uc003ogq.2	DQ599760	DQ599760	-
uc001aar.2	DQ599768	DQ599768	-
uc001hrk.3	DQ599768	DQ599768	-
uc003fzd.1	DQ599768	DQ599768	-
uc022aet.1	DQ599768	DQ599768	-
uc001zeb.3	DQ599785	DQ599785	-
uc001zgm.3	DQ599785	DQ599785	-
uc002cck.3	DQ599785	DQ599785	-
uc002ccq.3	DQ599787	DQ599787	-
uc002aix.2	DQ599798	DQ599798	-
uc010pvu.2	DQ599799	DQ599799	-
uc003tnm.3	DQ599799	DQ599799	-
uc022aev.1	DQ599799	DQ599799	-
uc002brr.1	DQ599802	DQ599802	-
uc021qus.1	DQ599803	DQ599803	-
uc021wkg.1	DQ599820	DQ599820	-
uc021wkk.1	DQ599820	DQ599820	-
uc011afh.2	DQ599834	DQ599834	-
uc003ogd.1	DQ599837	DQ599837	-
uc001abj.3	DQ599872	DQ599872	-
uc001abl.3	DQ599872	DQ599872	-
uc001hng.2	DQ599872	DQ599872	-
uc001hof.1	DQ599872	DQ599872	-
uc022adi.1	DQ599872	DQ599872	-
uc003tqx.3	DQ599872	DQ599872	-
uc003tsg.3	DQ599872	DQ599872	-
uc003tsm.3	DQ599872	DQ599872	-
uc021swg.1	DQ599886	DQ599886	-
uc011bwx.2	DQ599898	DQ599898	-
uc010pnn.1	DQ599950	DQ599950	-
uc002bud.2	DQ599954	DQ599954	-
uc021sol.1	DQ599965	DQ599965	-
uc021yyh.1	DQ599973	DQ599973	-
uc022bil.1	DQ599976	DQ599976	-
uc031qtt.1	DQ599989	DQ599989	-
uc003yqm.1	DQ599993	DQ599993	-
uc021ymd.1	DQ599995	DQ599995	-
uc001qlz.3	DQ600002	DQ600002	-
uc002kpo.2	DQ600032	DQ600032	-
uc021swc.1	DQ600033	DQ600033	-
uc021snz.1	DQ600036	DQ600036	-
uc003ohd.2	DQ600101	DQ600101	-
uc022bim.1	DQ600106	DQ600106	-
uc010uai.2	DQ600136	DQ600136	-
uc011nby.2	DQ600137	DQ600137	-
uc002nwc.3	DQ600156	DQ600156	-
uc021snx.1	DQ600178	DQ600178	-
uc001myt.1	DQ600225	DQ600225	-
uc001hnf.3	DQ600234	DQ600234	-
uc021ush.1	DQ600292	DQ600292	-
uc021qsh.1	DQ600312	DQ600312	-
uc003ohy.3	DQ600333	DQ600333	-
uc001ytn.3	DQ600342	DQ600342	-
uc001yvi.3	DQ600342	DQ600342	-
uc002cdv.2	DQ600342	DQ600342	-
uc001ywd.3	DQ600342	DQ600342	-
uc001zbq.3	DQ600342	DQ600342	-
uc001zct.2	DQ600342	DQ600342	-
uc001zdl.2	DQ600342	DQ600342	-
uc001zes.2	DQ600342	DQ600342	-
uc001zex.2	DQ600342	DQ600342	-
uc002ndd.3	DQ600374	DQ600374	-
uc021wnb.1	DQ600483	DQ600483	-
uc031rhi.1	DQ600527	DQ600527	-
uc002bzr.3	DQ600537	DQ600537	-
uc002aim.3	DQ600540	DQ600540	-
uc010pnm.1	DQ600552	DQ600552	-
uc002lof.1	DQ600587	DQ600587	-
uc003tpx.1	DQ600587	DQ600587	-
uc022adw.1	DQ600587	DQ600587	-
uc022ady.1	DQ600587	DQ600587	-
uc002aip.3	DQ600614	DQ600614	-
uc002aih.3	DQ600633	DQ600633	-
uc031pwa.1	DQ600644	DQ600644	-
uc021tti.1	DQ600693	DQ600693	-
uc021ttk.1	DQ600693	DQ600693	-
uc021pnq.1	DQ600701	DQ600701	-
uc021qhw.1	DQ600737	DQ600737	-
uc022bho.1	DQ600787	DQ600787	-
uc011lrc.1	DQ600788	DQ600788	-
uc021vot.1	DQ600792	DQ600792	-
uc021vow.1	DQ600792	DQ600792	-
uc021vox.1	DQ600792	DQ600792	-
uc021vpc.1	DQ600792	DQ600792	-
uc021vpe.1	DQ600792	DQ600792	-
uc010zav.1	DQ600792	DQ600792	-
uc021vos.1	DQ600793	DQ600793	-
uc021voz.1	DQ600793	DQ600793	-
uc003ohp.2	DQ600808	DQ600808	-
uc010vzi.1	DQ600835	DQ600835	-
uc002kpv.1	DQ600844	DQ600844	-
uc003ogs.3	DQ600887	DQ600887	-
uc002btr.3	DQ600899	DQ600899	-
uc021qhe.1	DQ600902	DQ600902	-
uc010uqz.1	DQ600930	DQ600930	-
uc021swo.1	DQ601004	DQ601004	-
uc021tsk.1	DQ601084	DQ601084	-
uc002zfc.2	DQ601137	DQ601137	-
uc002ncg.1	DQ601165	DQ601165	-
uc002btd.3	DQ601182	DQ601182	-
uc010rfs.2	DQ601209	DQ601209	-
uc031qpw.1	DQ601219	DQ601219	-
uc002bhd.1	DQ601279	DQ601279	-
uc021stc.1	DQ601279	DQ601279	-
uc021sti.1	DQ601279	DQ601279	-
uc002bkj.1	DQ601279	DQ601279	-
uc031qao.1	DQ601287	DQ601287	-
uc001myz.3	DQ601289	DQ601289	-
uc002cbo.3	DQ601306	DQ601306	-
uc021yxx.1	DQ601324	DQ601324	-
uc021oiv.1	DQ601330	DQ601330	-
uc003ofx.2	DQ601334	DQ601334	-
uc022afl.1	DQ601342	DQ601342	-
uc011kfk.1	DQ601342	DQ601342	-
uc011kgl.1	DQ601342	DQ601342	-
uc022aje.1	DQ601342	DQ601342	-
uc022agh.1	DQ601342	DQ601342	-
uc011kjm.1	DQ601342	DQ601342	-
uc022aji.1	DQ601342	DQ601342	-
uc022ajk.1	DQ601342	DQ601342	-
uc021qtm.1	DQ601344	DQ601344	-
uc002aii.2	DQ601360	DQ601360	-
uc021sww.1	DQ601402	DQ601402	-
uc021wpz.1	DQ601415	DQ601415	-
uc021sok.1	DQ601452	DQ601452	-
uc010uhy.2	DQ601452	DQ601452	-
uc002aae.3	DQ601543	DQ601543	-
uc011dfj.1	DQ601567	DQ601567	-
uc011dhc.1	DQ601567	DQ601567	-
uc002bbe.2	DQ601582	DQ601582	-
uc001nax.1	DQ601595	DQ601595	-
uc031qww.1	DQ601612	DQ601612	-
uc021vpg.1	DQ601639	DQ601639	-
uc021yyc.1	DQ601655	DQ601655	-
uc002brn.2	DQ601664	DQ601664	-
uc021ywx.1	DQ601690	DQ601690	-
uc010uto.1	DQ601694	DQ601694	-
uc021soc.1	DQ601697	DQ601697	-
uc011ltp.2	DQ601751	DQ601751	-
uc001gmv.3	DQ601755	DQ601755	-
uc003asl.1	DQ601762	DQ601762	-
uc021wpd.1	DQ601805	DQ601805	-
uc003szu.1	DQ601810	DQ601810	-
uc002nwy.1	DQ601812	DQ601812	-
uc021xyf.1	DQ601842	DQ601842	-
uc002aax.3	DQ601847	DQ601847	-
uc010uqw.1	DQ601873	DQ601873	-
uc010uhk.1	DQ601882	DQ601882	-
uc021pup.1	DQ601889	DQ601889	-
uc022boy.1	DQ601906	DQ601906	-
uc031rxi.1	DQ601926	DQ601926	-
uc022brl.1	DQ601931	DQ601931	-
uc002biy.1	DQ601936	DQ601936	-
uc022bar.1	DQ601943	DQ601943	-
uc002vvd.1	DQ655967	DQ655967	-
uc002vvc.1	DQ655968	DQ655968	-
uc002vve.1	DQ655969	DQ655969	-
uc003syq.1	DQ655986	DQ655986	-
uc001maa.3	DQ656008	DQ656008	-
uc003vic.1	DQ656011	DQ656011	-
uc003vhy.1	DQ656015	DQ656015	-
uc003lyl.4	DQ658414	DQ658414	-
uc010msr.1	DQ673941	DQ673941	-
uc002zof.3	DQ786190	DQ786190	-
uc010tzt.2	DQ786202	DQ786202	-
uc003nij.3	DQ786258	DQ786258	-
uc004axc.1	DQ786258	DQ786258	-
uc001zdv.3	DQ786262	DQ786262	-
uc001zfu.3	DQ786280	DQ786280	-
uc001vvn.3	DQ786293	DQ786293	-
uc003wde.4	DQ786304	DQ786304	-
uc021oww.1	DQ786323	DQ786323	-
uc021pav.1	DQ786325	DQ786325	-
uc010yrw.2	NM_133637	DQX1	NM_133637
uc002smc.3	BC033238	DQX1	-
uc001dpu.3	NM_001938	DR1	NM_001938
uc001tix.3	NM_018370	DRAM1	NM_018370
uc010svv.2	AK297785	DRAM1	-
uc001ead.4	NM_178454	DRAM2	NM_178454
uc001eae.4	BC091509	DRAM2	NM_178454
uc009wfy.3	AK309557	DRAM2	-
uc001ogj.2	NM_006442	DRAP1	NM_006442
uc001asr.1	NM_198545	DRAXIN	NM_198545
uc002rhg.2	NM_145038	DRC1	NM_145038
uc010eym.1	AK307094	DRC1	-
uc003mcz.3	NM_000794	DRD1	NM_000794
uc021yia.1	CCDS4393	DRD1	NM_000794
uc001poa.4	NM_000795	DRD2	NM_000795
uc001pnz.3	S62137	DRD2	NM_000795
uc010rwv.2	AB385097	DRD2	NM_000795
uc009yyr.1	AK308777	DRD2	NM_000795
uc001pob.4	NM_016574	DRD2	NM_016574
uc003ebc.1	NM_000796	DRD3	NM_000796
uc003ebd.2	BC128122	DRD3	NM_000796
uc010hqn.1	AK292309	DRD3	NM_000796
uc003ebb.1	NM_033663	DRD3	NM_033663
uc001lqp.2	NM_000797	DRD4	NM_000797
uc003gmb.4	NM_000798	DRD5	NM_000798
uc003aku.3	NM_004147	DRG1	NM_004147
uc002gsh.2	NM_001388	DRG2	NM_001388
uc010vxg.2	AK295575	DRG2	-
uc021pqd.2	NM_001276451	DRGX	NM_001276451
uc010qgq.2	CCDS44388	DRGX	NM_001276451
uc003jhh.2	NM_001100412	DROSHA	NM_001100412
uc003jhi.2	BC054003	DROSHA	NM_001100412
uc010iui.1	AJ242976	DROSHA	NM_001100412
uc003jhg.2	NM_013235	DROSHA	NM_013235
uc011mrh.1	NM_001171184	DRP2	NM_001171184
uc004egz.2	NM_001939	DRP2	NM_001939
uc002kwm.3	NM_004948	DSC1	NM_004948
uc002kwn.3	NM_024421	DSC1	NM_024421
uc002kwk.4	NM_004949	DSC2	NM_004949
uc002kwl.4	NM_024422	DSC2	NM_024422
uc010xbo.1	AK297029	DSC2	-
uc002kwj.4	NM_001941	DSC3	NM_001941
uc002kwi.4	NM_024423	DSC3	NM_024423
uc031rvr.1	NM_001271534	DSCAM	NM_001271534
uc002yyq.1	NM_001389	DSCAM	NM_001389
uc002yyr.1	NR_073202	DSCAM	NR_073202
uc002yys.3	NR_038896	DSCAM-AS1	NR_038896
uc021wjl.1	NR_038898	DSCAM-AS1	NR_038898
uc002yyt.3	NR_038899	DSCAM-AS1	NR_038899
uc002yyu.3	NR_038900	DSCAM-AS1	NR_038900
uc031rvs.1	NR_046774	DSCAM-IT1	NR_046774
uc001prh.1	NM_020693	DSCAML1	NM_020693
uc001pri.1	AK025940	DSCAML1	-
uc003yov.3	NM_024094	DSCC1	NM_024094
uc010gnt.2	NR_027695	DSCR10	NR_027695
uc002ywf.1	NM_006052	DSCR3	NM_006052
uc010gnl.2	AK300024	DSCR3	NM_006052
uc010gnm.1	BX648191	DSCR3	-
uc010gnn.1	AJ001867	DSCR3	-
uc011aeg.1	AK299662	DSCR3	-
uc011aeh.1	AK303624	DSCR3	-
uc002ywp.3	NM_005867	DSCR4	NM_005867
uc002ywt.4	NR_026838	DSCR8	NR_026838
uc010gnr.3	NR_026839	DSCR8	NR_026839
uc010gnq.4	NR_026840	DSCR8	NR_026840
uc010gnp.4	NR_026841	DSCR8	NR_026841
uc010gns.3	NR_026842	DSCR8	NR_026842
uc010gnk.3	NR_026719	DSCR9	NR_026719
uc010gng.4	AB212288	DSCR9	-
uc031rvh.1	AB212289	DSCR9	-
uc010gnh.4	AB212291	DSCR9	-
uc010gni.4	AB212287	DSCR9	-
uc003pws.3	NM_001080976	DSE	NM_001080976
uc003pwt.3	NM_013352	DSE	NM_013352
uc011ebg.2	AK301513	DSE	NM_013352
uc003pwu.3	AK128607	DSE	NM_013352
uc011ebf.1	AK293872	DSE	-
uc003pwq.1	AK095123	DSE	-
uc003pwr.3	BC043526	DSE	-
uc002lke.1	NM_032160	DSEL	NM_032160
uc021ulg.1	CCDS11995	DSEL	NM_032160
uc002kwp.3	NM_001942	DSG1	NM_001942
uc010xbp.2	AK302888	DSG1	NM_001942
uc002kwu.4	NM_001943	DSG2	NM_001943
uc002kws.3	NM_001944	DSG3	NM_001944
uc002kwt.3	BX538327	DSG3	NM_001944
uc002kwr.2	NM_001134453	DSG4	NM_001134453
uc002kwq.2	NM_177986	DSG4	NM_177986
uc002xga.3	NM_001145315	DSN1	NM_001145315
uc010gfr.3	NM_001145316	DSN1	NM_001145316
uc010zvs.2	NM_001145317	DSN1	NM_001145317
uc002xfy.4	BC035821	DSN1	NM_001145317
uc002xgc.3	NM_001145318	DSN1	NM_001145318
uc002xgb.3	BC026011	DSN1	NM_001145318
uc002xfz.3	NM_024918	DSN1	NM_024918
uc003mxq.1	NM_001008844	DSP	NM_001008844
uc021yle.1	HM151899	DSP	NM_001008844
uc003mxp.1	NM_004415	DSP	NM_004415
uc003hqu.3	NM_014208	DSPP	NM_014208
uc021zba.2	NM_001144769	DST	NM_001144769
uc021zay.2	NM_001144770	DST	NM_001144770
uc003pdc.4	NM_001723	DST	NM_001723
uc003pdd.4	BC065536	DST	NM_001723
uc003pcy.4	NM_015548	DST	NM_015548
uc021zaz.2	NM_183380	DST	NM_183380
uc021zax.1	AF400227	DST	-
uc011dxl.1	AK294830	DST	-
uc003pde.2	AK295864	DST	-
uc010kaa.1	BC016991	DST	-
uc003pcw.4	AK023487	DST	-
uc003pda.4	AK025142	DST	-
uc003pcx.4	BC004912	DST	-
uc003pcv.4	AK056797	DST	-
uc002wpq.3	NM_001011546	DSTN	NM_001011546
uc010gck.3	AK308562	DSTN	NM_001011546
uc002wpr.3	NM_006870	DSTN	NM_006870
uc021que.2	NR_033796	DSTNP2	NR_033796
uc001hbw.3	NM_015375	DSTYK	NM_015375
uc001hbx.3	NM_199462	DSTYK	NM_199462
uc001hby.1	AF068286	DSTYK	-
uc002wrf.4	NM_080820	DTD1	NM_080820
uc001wrj.3	NM_080664	DTD2	NM_080664
uc021xne.2	NM_001170700	DTHD1	NM_001170700
uc011bxy.3	NR_073198	DTHD1	NM_001170700
uc003gsv.4	AK094684	DTHD1	-
uc009xdc.3	NM_016448	DTL	NM_016448
uc010ptb.2	AK303346	DTL	NM_016448
uc001hiz.4	AK027651	DTL	-
uc002kxx.2	NM_001128175	DTNA	NM_001128175
uc010dmj.3	NM_001198938	DTNA	NM_001198938
uc002kxz.2	NM_001198939	DTNA	NM_001198939
uc002kxy.2	NM_001198940	DTNA	NM_001198940
uc010dml.3	NM_001198941	DTNA	NM_001198941
uc010xbz.2	NM_001198942	DTNA	NM_001198942
uc021uiq.1	FJ535564	DTNA	NM_001198942
uc010xby.1	NM_001198943	DTNA	NM_001198943
uc010xca.2	NM_001198944	DTNA	NM_001198944
uc021uir.1	FJ535565	DTNA	NM_001198944
uc010xbx.2	NM_001198945	DTNA	NM_001198945
uc010dmn.1	NM_001390	DTNA	NM_001390
uc010dmm.3	NM_001391	DTNA	NM_001391
uc002kxu.2	NM_001392	DTNA	NM_001392
uc002kxw.2	NM_032975	DTNA	NM_032975
uc002kyb.4	NM_032978	DTNA	NM_032978
uc002kxv.4	NM_032979	DTNA	NM_032979
uc002kye.3	NM_032980	DTNA	NM_032980
uc002kyd.4	NM_032981	DTNA	NM_032981
uc010dmo.3	AK315215	DTNA	-
uc002rgq.4	NM_001256303	DTNB	NM_001256303
uc031rns.1	NM_001256304	DTNB	NM_001256304
uc010yko.3	NM_001256308	DTNB	NM_001256308
uc002rgh.4	NM_021907	DTNB	NM_021907
uc002rgg.4	AK094494	DTNB	NM_021907
uc002rgj.4	NM_033147	DTNB	NM_033147
uc002rgr.1	Y15718	DTNB	NM_033147
uc002rgk.4	NM_033148	DTNB	NM_033148
uc002rgi.4	NM_183360	DTNB	NM_183360
uc002rgl.4	NM_183361	DTNB	NM_183361
uc002rgn.4	AK225724	DTNB	-
uc010ykp.3	AK294174	DTNB	-
uc010ykq.2	AK294357	DTNB	-
uc002rgp.1	AK022277	DTNB	-
uc003nbl.3	NM_001271667	DTNBP1	NM_001271667
uc010jph.3	NR_036448	DTNBP1	NM_001271667
uc031smv.1	NM_001271668	DTNBP1	NM_001271668
uc031smw.1	NM_001271669	DTNBP1	NM_001271669
uc003nbm.3	NM_032122	DTNBP1	NM_032122
uc003nbp.3	NM_183040	DTNBP1	NM_183040
uc001zxs.3	NM_001144955	DTWD1	NM_001144955
uc001zxq.3	NM_020234	DTWD1	NM_020234
uc001zxr.3	BC093073	DTWD1	-
uc001zxp.4	BC018028	DTWD1	-
uc003ksa.3	NM_173666	DTWD2	NM_173666
uc001tuk.1	NM_004416	DTX1	NM_004416
uc003ufg.4	NM_001102594	DTX2	NM_001102594
uc003ufh.4	NM_001102595	DTX2	NM_001102595
uc003ufj.4	NM_001102596	DTX2	NM_001102596
uc003ufk.4	BC064535	DTX2	NM_001102596
uc003ufm.4	AK026252	DTX2	NM_001102596
uc003ufn.4	BC013192	DTX2	NM_001102596
uc003uff.4	NM_020892	DTX2	NM_020892
uc011kgk.1	AK293226	DTX2	NM_020892
uc003ufl.1	DQ082730	DTX2	-
uc003ufw.4	NR_023383	DTX2P1-UPK3BP1-PMS2P11	NR_023383
uc011kgn.1	AK297517	DTX2P1-UPK3BP1-PMS2P11	-
uc001sow.1	NM_178502	DTX3	NM_178502
uc001sox.1	AK094385	DTX3	NM_178502
uc001soy.1	AK128752	DTX3	NM_178502
uc001sov.1	BC035831	DTX3	NM_178502
uc003efk.3	NM_138287	DTX3L	NM_138287
uc010hrj.3	AY780792	DTX3L	-
uc021xdb.1	BC040372	DTX3L	-
uc001nns.2	NM_015177	DTX4	NM_015177
uc001nnr.2	BC122861	DTX4	NM_015177
uc010zpa.2	NM_001165031	DTYMK	NM_001165031
uc002wbz.2	NM_012145	DTYMK	NM_012145
uc002wca.2	NR_033255	DTYMK	NR_033255
uc010zpb.2	BC171894	DTYMK	-
uc001zus.1	NM_017434	DUOX1	NM_017434
uc001zut.1	NM_175940	DUOX1	NM_175940
uc010bee.1	BC131828	DUOX1	-
uc001zuu.3	AL137592	DUOX1	-
uc010bea.3	NM_014080	DUOX2	NM_014080
uc001zun.3	AF267981	DUOX2	NM_014080
uc010bec.4	NM_001276264	DUOXA1	NM_001276264
uc010uem.3	NM_001276265	DUOXA1	NM_001276265
uc001zuq.2	NM_001276266	DUOXA1	NM_001276266
uc001zur.2	NM_001276267	DUOXA1	NM_001276267
uc010bed.2	NM_001276268	DUOXA1	NM_001276268
uc001zup.4	NM_144565	DUOXA1	NM_144565
uc001zuo.3	NM_207581	DUOXA2	NM_207581
uc010beb.3	BX537581	DUOXA2	-
uc001jwq.1	NM_001003892	DUPD1	NM_001003892
uc002kdr.4	NM_022156	DUS1L	NM_022156
uc002kdq.4	BC062566	DUS1L	NM_022156
uc010wvi.1	AK298330	DUS1L	NM_022156
uc002kdp.4	BC003659	DUS1L	-
uc002evj.4	NM_001271762	DUS2L	NM_001271762
uc010vkk.3	NM_001271763	DUS2L	NM_001271763
uc002evi.4	NM_017803	DUS2L	NM_017803
uc002mdd.3	NM_001161619	DUS3L	NM_001161619
uc002mdc.3	NM_020175	DUS3L	NM_020175
uc010xiw.1	AK297037	DUS3L	-
uc031syv.1	NM_001270419	DUS4L	NM_001270419
uc003veh.4	NM_181581	DUS4L	NM_181581
uc010ljl.3	AK308472	DUS4L	NM_181581
uc011klx.3	NR_073002	DUS4L	NR_073002
uc031syw.1	NR_073003	DUS4L	NR_073003
uc011klw.3	NR_073004	DUS4L	NR_073004
uc031syx.1	NR_073005	DUS4L	NR_073005
uc003mbv.2	NM_004417	DUSP1	NM_004417
uc003mbu.2	AK127679	DUSP1	NM_004417
uc001hmy.2	NM_007207	DUSP10	NM_007207
uc001hmx.2	NM_144728	DUSP10	NM_144728
uc001hmz.2	NM_144729	DUSP10	NM_144729
uc002sjp.3	NM_003584	DUSP11	NM_003584
uc002sjq.4	CR627368	DUSP11	NM_003584
uc001gbo.3	NM_007240	DUSP12	NM_007240
uc001jws.3	NM_001007271	DUSP13	NM_001007271
uc001jww.3	NM_001007272	DUSP13	NM_001007272
uc001jwu.3	NM_001007273	DUSP13	NM_001007273
uc001jwr.3	NM_016364	DUSP13	NM_016364
uc009xrs.3	AK291891	DUSP13	NM_016364
uc001jwt.3	AK127886	DUSP13	NM_016364
uc001jwv.3	BC009778	DUSP13	NM_016364
uc002hnx.2	NM_007026	DUSP14	NM_007026
uc021tvt.1	CCDS11320	DUSP14	NM_007026
uc002hnz.2	AK027210	DUSP14	NM_007026
uc002wwv.1	NM_001012644	DUSP15	NM_001012644
uc002wwx.1	NM_080611	DUSP15	NM_080611
uc002www.1	NM_177991	DUSP15	NM_177991
uc002wwu.1	AK097430	DUSP15	-
uc001rao.2	NM_030640	DUSP16	NM_030640
uc001ran.2	AY038927	DUSP16	-
uc003aiw.1	NM_152511	DUSP18	NM_152511
uc021wnv.1	CCDS13883	DUSP18	NM_152511
uc003aiu.3	BC030987	DUSP18	NM_152511
uc010gwa.3	BC028724	DUSP18	-
uc010frp.3	NM_001142314	DUSP19	NM_001142314
uc002upd.3	NM_080876	DUSP19	NM_080876
uc010zfr.2	BC143337	DUSP19	-
uc002upe.3	BX647818	DUSP19	-
uc002svk.4	NM_004418	DUSP2	NM_004418
uc004dgd.3	NM_022076	DUSP21	NM_022076
uc003msx.3	NM_020185	DUSP22	NM_020185
uc003msy.1	AX747976	DUSP22	NM_020185
uc011dhn.1	AK296402	DUSP22	-
uc001ftz.1	NM_017823	DUSP23	NM_017823
uc001fua.1	AK000449	DUSP23	NM_017823
uc001fub.1	AB164404	DUSP23	NM_017823
uc003xjp.3	NM_024025	DUSP26	NM_024025
uc003xjq.3	AK055704	DUSP26	NM_024025
uc001geb.1	NM_001080426	DUSP27	NM_001080426
uc002vzg.3	NM_001033575	DUSP28	NM_001033575
uc002vzh.3	BC036198	DUSP28	NM_001033575
uc002ied.4	NM_004090	DUSP3	NM_004090
uc021tya.1	BC035701	DUSP3	-
uc002iee.4	AK226170	DUSP3	-
uc003xhm.3	NM_001394	DUSP4	NM_001394
uc003xhl.3	NM_057158	DUSP4	NM_057158
uc001kzd.3	NM_004419	DUSP5	NM_004419
uc001htd.2	NR_002834	DUSP5P1	NR_002834
uc001tay.3	NM_001946	DUSP6	NM_001946
uc001taz.3	NM_022652	DUSP6	NM_022652
uc003dct.3	NM_001947	DUSP7	NM_001947
uc010hma.2	BC128064	DUSP7	NM_001947
uc001lts.2	NM_004420	DUSP8	NM_004420
uc004fhx.4	NM_001395	DUSP9	NM_001395
uc004fhy.4	BC060837	DUSP9	NM_001395
uc001zws.3	NM_001025248	DUT	NM_001025248
uc001zwt.3	NM_001025249	DUT	NM_001025249
uc001zww.3	NM_001948	DUT	NM_001948
uc031sid.1	NM_012147	DUX2	NM_012147
uc031sif.1	NM_033178	DUX2	NM_033178
uc031sih.1	NM_033178	DUX2	NM_033178
uc031tgj.1	NM_001177376	DUX4	NM_001177376
uc031tgl.1	NM_001177376	DUX4	NM_001177376
uc031pxv.1	NM_033178	DUX4	NM_033178
uc031sig.1	NM_033178	DUX4	NM_033178
uc031tgq.1	NM_033178	DUX4	NM_033178
uc031tgr.1	NM_033178	DUX4	NM_033178
uc021ugi.1	HQ266765	DUX4	-
uc022brn.1	NR_038191	DUX4L	NM_001278056
uc022bro.1	HQ266764	DUX4L	-
uc031tgk.1	NM_001177376	DUX4L2	NM_001177376
uc031tgo.1	NM_001177376	DUX4L2	NM_001177376
uc031tgp.1	NM_001177376	DUX4L2	NM_001177376
uc031tgs.1	NM_033178	DUX4L2	NM_033178
uc031pxw.1	NM_033178	DUX4L3	NM_033178
uc031pxx.1	NM_033178	DUX4L3	NM_033178
uc021xvr.2	NM_001177376	DUX4L4	NM_001177376
uc031tgn.1	NM_001177376	DUX4L4	NM_001177376
uc031tgi.1	NM_001177376	DUX4L5	NM_001177376
uc011clk.2	NM_033178	DUX4L5	NM_033178
uc031sie.1	NM_001177376	DUX4L6	NM_001177376
uc002qoa.1	NM_001012729	DUXA	NM_001012729
uc001aer.4	NM_004421	DVL1	NM_004421
uc002quu.3	AX747980	DVL1	NM_004421
uc009vka.3	AK095867	DVL1	-
uc002gez.1	NM_004422	DVL2	NM_004422
uc010vtr.1	AK297099	DVL2	NM_004422
uc010vts.1	AK297285	DVL2	-
uc010clz.1	AK309771	DVL2	-
uc003fms.3	NM_004423	DVL3	NM_004423
uc011bqw.2	AK304686	DVL3	NM_004423
uc003fmt.3	AX748146	DVL3	-
uc003fmu.3	AL110278	DVL3	-
uc031pwj.1	NM_001269053	DYDC1	NM_001269053
uc001kbx.4	NM_138812	DYDC1	NM_138812
uc001kby.2	AK125908	DYDC1	-
uc009xsr.1	AK292542	DYDC1	-
uc031pwl.1	NM_001270041	DYDC2	NM_001270041
uc031pwk.1	NM_001270042	DYDC2	NM_001270042
uc001kbz.2	NR_070308	DYDC2	NM_032372
uc001kca.1	NR_070309	DYDC2	NM_032372
uc001kcb.2	NM_032372	DYDC2	NM_032372
uc002ldi.1	NM_017653	DYM	NM_017653
uc010xdf.1	AK296579	DYM	NM_017653
uc002ldj.3	AK225205	DYM	NM_017653
uc010dov.1	DQ925676	DYM	-
uc002lfq.1	NM_173629	DYNAP	NM_173629
uc001yks.2	NM_001376	DYNC1H1	NM_001376
uc001ykt.1	AK023747	DYNC1H1	-
uc003uod.4	NM_001135556	DYNC1I1	NM_001135556
uc010lfl.3	AK309419	DYNC1I1	NM_001135556
uc003uob.3	NM_001135557	DYNC1I1	NM_001135557
uc003uoc.4	NM_004411	DYNC1I1	NM_004411
uc003uoe.4	BC022540	DYNC1I1	NM_004411
uc002uhe.2	NM_001271785	DYNC1I2	NM_001271785
uc010zds.2	NM_001271786	DYNC1I2	NM_001271786
uc010zdt.2	NM_001271787	DYNC1I2	NM_001271787
uc002uhb.2	NM_001271788	DYNC1I2	NM_001271788
uc002uhf.2	NM_001271789	DYNC1I2	NM_001271789
uc010zdu.2	AK301866	DYNC1I2	NM_001271789
uc002uhc.4	NM_001271790	DYNC1I2	NM_001271790
uc002uha.2	NM_001378	DYNC1I2	NM_001378
uc002uhg.2	AB209014	DYNC1I2	NM_001378
uc002uhd.2	AK075323	DYNC1I2	NM_001378
uc003cfb.4	NM_016141	DYNC1LI1	NM_016141
uc011axh.2	AK293253	DYNC1LI1	NM_016141
uc002eqb.1	NM_006141	DYNC1LI2	NM_006141
uc010vis.1	AK303031	DYNC1LI2	NM_006141
